Text,is_toxic
เกลียดอิ้งมาก งานก็เยอะ เครียดก็เครียด จะบ้าตาย,0
มาเหวี่ยงใส่เราอีกว่าไม่ยอมไปด้วยกัน เด็กบ้าเอาแต่ใจชิบ,0
กูไม่ได้บ้าเกาหลี แค่กูเหงา อยู่คนเดียว ไม่มีเพื่อน กูเลยต้องพึ่งซีรีย์,0
ปลื้ม คนจน ขึ้นทะเบียนเยอะ จะบ้าหรือเปล่า แทนที่จะตกใจ  ว่าทำไม มีคนจนเยอะขนาดนี้,0
ถ้าวันนี้บอลชนะนะมึง เตรียมสะใจได้เลย ประเทศนี้บ้าฟุตบอล ช้างศึกเรากระทืบมันให้ตายที,1
จุฬาเหมือนประเทศไทย ประชาชนเลือกนายก แต่ไอ้บ้าไม่กี่คนปลดนายก,1
ประสาทบ้าการเมืองก็อย่าสุดโต่งไป จนไปสั่งให้ใครคิดแบบตัวเองเด้อ มันน่ารังเกียจมากๆ,1
อีพวกดัดจริต ภาษาไทยฟังไม่ค่อยออก ทำงานกลุ่มไม่เสนอความคิด มัวแต่เบ้ปากมองบน   มึงคืออีควายในสายตาคนอื่น ไม่ได้ดูเก่งแต่อย่างใด,1
เอ๊ะ หรือสันดานคนไทย ที่ไม่พูดตรงๆ แต่เอาไปพูดลับหลัง ดัดจริตชีปวิน,1
อยู่ในเมืองดัดจริต นี่คืออะไร เอาเป็นว่าอยู่ที่ไหนถ้าคนมันจะดัดจริตไม่จำเป็นต้องอยู่ในเมืองหรอกคุณ สติและสมองถ้ามีช่วยคิดนิดนึงค่ะ,0
ประเทศดัดจริตไม่มีใครเกิน เสือกกับเค้าไปทั่ว อีควายเอ้ย,1
ก้สันดารคนประเทศนี่อ่ะคะ รักสบาย บ้ากระแส ดัดจริต,1
ขนาดไอ้เพจดัดจริตฯที่พวกควายแดงเอาขยายความ ยังปิดเพจหนีหัวซุกหัวซุน เอาตัวไม่รอด ทั้งๆที่โม้ว่าอยู่เมืองนอก แล้วพวกมึงจะเหลือเรอะ,1
ไม่ชอบคนที่จีบปากจีบคอพูดอะ มันดูดัดจริต แล้วยิ่งหนังหน้าไม่ได้ดี แล้วยิ่งเห็นแล้วยิ่งน่าหมันไส้ น่าถีบ,1
